graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,RAM type,CPU clock speed (GHz),CPU model,drive memory size (GB),warranty,screen size,buynow_price,gps,nfc,wifi,lte,bluetooth,wwan,widi,lan,keyboard,illuminated keyboard,touchpad,numeric keyboard,camera,microphone,SD card reader,speakers
1,3,2,0.4,0,1,2,2.4,5,0.1942215088282504,1,4,2249.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,0,1,2,2.8,9,0.3948635634028892,1,4,6099.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.6666666666666667,4,1,2,2.5,7,0.1942215088282504,1,4,3399.0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
0,3,2,0.4,4,3,2,2.5,7,0.0898876404494382,1,4,3399.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,2,0.4,4,3,0,2.6,9,0.0449438202247191,1,5,2999.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.4,4,4,0,2.5,9,0.3202247191011236,1,5,3299.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,5,1,2,2.8,9,0.3948635634028892,1,4,4499.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,1,0,2.6,7,0.1942215088282504,1,4,2699.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
1,1,2,0.4,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1539.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,3,2,2.5,7,0.0706260032102728,1,3,4861.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
0,1,2,0.0,4,3,0,1.6,1,0.0481540930979133,1,0,1349.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
1,3,2,0.4,5,3,2,2.7,7,0.0449438202247191,1,3,4939.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
0,1,2,0.2666666666666667,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1429.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,4,0.4,4,1,0,2.2,9,0.1942215088282504,0,4,1973.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.1333333333333333,4,3,2,2.8,9,0.1861958266452648,1,4,4969.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,0,1,2,2.8,9,0.3948635634028892,1,4,4169.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,1,2,0.4,4,2,1,2.3,7,0.0955056179775281,1,3,2799.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,2.0,4,4,2,2.5,7,0.2199036918138041,1,4,7911.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
1,3,2,0.4,4,3,2,2.5,7,0.0449438202247191,1,3,5524.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,0.4,4,3,0,0.9,7,0.0449438202247191,1,4,1599.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.6666666666666667,4,3,2,2.0,5,0.0176565008025682,1,4,2569.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
0,1,4,0.1333333333333333,4,3,0,1.8,4,0.0449438202247191,0,3,1743.38,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.9333333333333332,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1829.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,5,3,2,2.5,7,0.0898876404494382,1,4,3299.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,11,4,0.4,0,3,2,2.8,9,0.1861958266452648,1,4,8411.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1
0,3,2,0.4,4,3,2,2.4,5,0.0417335473515248,1,4,2549.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0,1,2,0.1333333333333333,4,1,0,2.1,5,0.0939004815409309,0,4,1299.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,0,1,2,2.0,5,0.1942215088282504,1,4,2099.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
1,1,2,0.4,4,3,0,1.7000000000000002,7,0.0449438202247191,0,4,2269.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,4,3,2,2.5,7,0.1861958266452648,1,4,6179.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,3,4,0.1333333333333333,0,1,2,2.5,7,0.1942215088282504,1,4,3283.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.6666666666666667,4,3,2,2.5,7,0.0417335473515248,1,4,3649.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.8,9,0.2969502407704655,1,4,5219.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,4,0.1333333333333333,5,1,2,2.7,10,0.1942215088282504,1,4,2199.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,5,3,1,1.1,1,0.1861958266452648,1,4,2899.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.1333333333333333,0,4,2,2.8,9,0.218298555377207,1,4,3899.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,2.0,4,4,2,2.5,7,0.2455858747993579,1,4,4969.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,5,3,0,2.4,9,0.0449438202247191,0,3,3905.76,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1
1,3,4,2.0,4,3,2,2.8,9,0.1861958266452648,1,4,6049.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.4,5,3,2,2.7,9,0.0449438202247191,1,3,6205.25,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.4,0,1,2,2.3,7,0.1942215088282504,0,4,3300.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.6,9,0.0417335473515248,1,4,4099.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,3,0,1.6,1,0.0417335473515248,1,4,1599.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,2.0,0,4,2,2.8,9,0.2443820224719101,1,4,4999.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.4,4,3,1,2.6,9,0.1861958266452648,1,5,4519.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.6666666666666667,5,4,2,2.5,7,0.218298555377207,1,4,3198.99,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.9333333333333332,3,1,0,2.4,9,0.1942215088282504,1,5,3335.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,1,2,0.6666666666666667,4,3,2,2.3,7,0.0417335473515248,1,4,3110.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,5,3,2,2.0,5,0.0417335473515248,1,4,2639.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1,3,4,0.4,4,4,2,2.7,9,0.2199036918138041,1,5,6400.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0
0,1,2,0.4,4,1,1,2.0,5,0.0939004815409309,0,4,1349.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,3,2,2.5,7,0.0449438202247191,1,3,3149.0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.4,4,3,1,2.5,9,0.0449438202247191,1,4,2549.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,3,2,1.2,5,4,2,2.7,9,0.196629213483146,1,4,3899.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.2666666666666667,3,1,1,1.7000000000000002,5,0.1440609951845906,0,4,1979.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,2,0.1333333333333333,4,3,2,2.0,5,0.0176565008025682,1,4,2229.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,4,0.1333333333333333,4,0,1,1.6,2,0.0064205457463884,1,0,1399.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,2,2,0.1333333333333333,2,3,0,2.1,2,0.0898876404494382,1,5,2499.01,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,4,4,2,2.6,9,0.2199036918138041,0,4,3519.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,1,2,0.4,0,3,0,2.6,7,0.0176565008025682,1,4,2349.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
0,3,2,2.0,5,4,2,2.5,7,0.3948635634028892,1,4,5379.0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1
0,1,2,0.4,4,3,0,1.8,9,0.0449438202247191,0,2,2259.0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
0,3,2,0.6666666666666667,5,3,2,2.0,5,0.0898876404494382,1,4,3029.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,4,3,2,2.8,9,0.0898876404494382,1,4,6924.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
1,3,2,0.6666666666666667,0,4,2,2.5,7,0.218298555377207,1,4,3499.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.4,5,3,0,2.1,9,0.0449438202247191,0,3,2803.25,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1
0,3,2,0.6666666666666667,4,3,2,2.4,5,0.0417335473515248,1,4,2699.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,0,1,2,2.5,7,0.1942215088282504,1,4,2419.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.4,0,3,2,2.0,5,0.0437399678972712,1,4,2199.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,4,4,2,2.3,5,0.218298555377207,1,4,2399.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,2,2,0.1333333333333333,4,1,0,2.2,7,0.0939004815409309,0,5,2299.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,4,0.1333333333333333,4,3,0,1.8,4,0.0192616372391653,0,4,1369.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,3,1,1,2.4,9,0.1990369181380417,1,4,2699.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,3,2,0.1333333333333333,4,1,0,1.9,2,0.0939004815409309,1,3,1799.0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,4,0.4,4,1,0,1.1,1,0.0939004815409309,1,4,1679.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
1,2,2,0.1333333333333333,4,3,0,2.5,9,0.0192616372391653,0,5,2739.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,4,1,2,2.5,7,0.1942215088282504,1,4,5183.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.6666666666666667,5,4,2,2.0,5,0.218298555377207,1,4,2679.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,7,2,0.4,5,3,0,2.4,9,0.0449438202247191,0,3,3881.01,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1
0,1,4,0.6666666666666667,5,3,1,1.8,4,0.0898876404494382,1,4,2499.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,4,3,1,2.6,9,0.0417335473515248,1,5,3928.99,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.4,4,3,2,2.7,9,0.0449438202247191,1,3,4385.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,4,0.4,4,3,2,2.5,7,0.1861958266452648,1,4,5099.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,2.0,4,4,2,2.8,9,0.2969502407704655,1,4,5679.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.0,3,3,1,1.6,1,0.0,0,0,1099.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.4,0,4,2,2.8,9,0.2455858747993579,1,4,5233.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.6666666666666667,4,4,2,2.0,5,0.2423756019261637,1,4,3099.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.6666666666666667,5,4,2,2.5,7,0.2969502407704655,1,4,3699.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,2,2,0.9333333333333332,2,3,0,2.3,7,0.1861958266452648,1,5,4549.01,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,0,3,2,2.3,7,0.0898876404494382,1,5,5043.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,1,2,0.1333333333333333,4,3,0,1.7000000000000002,2,0.0192616372391653,0,4,1519.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,7,2,0.4,5,3,1,2.5,9,0.0449438202247191,1,3,5999.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,1.2,0,3,2,2.3,7,0.0898876404494382,1,4,3399.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,2,0,1.7000000000000002,7,0.1958266452648475,0,4,1799.0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
1,1,2,1.2,5,1,2,2.3,7,0.1942215088282504,1,4,2999.01,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,5,3,2,2.0,5,0.0898876404494382,1,4,2729.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
1,3,2,0.6666666666666667,4,1,2,2.5,7,0.1942215088282504,1,4,3499.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
0,3,2,0.9333333333333332,5,3,2,2.8,9,0.0963081861958266,1,3,8499.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,2.0,4,4,2,2.8,9,0.2945425361155698,1,4,7799.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1
0,3,2,0.1333333333333333,0,1,2,2.5,7,0.1942215088282504,1,4,2049.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.6666666666666667,4,3,2,2.0,5,0.0176565008025682,1,4,2449.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0,3,2,0.1333333333333333,4,3,2,2.4,5,0.0449438202247191,1,3,3379.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.8,9,0.0898876404494382,1,4,5299.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,1,2,0.4,5,3,1,1.9,5,0.1861958266452648,1,4,3319.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.6666666666666667,5,3,0,2.2,7,0.0176565008025682,1,4,2929.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,2,2,0.4,4,1,1,2.5,9,0.1942215088282504,1,5,3300.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,5,1,2,2.0,5,0.1942215088282504,1,4,2199.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,2,2,0.1333333333333333,5,1,0,2.1,2,0.0939004815409309,1,5,1849.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,4,3,2,2.5,7,0.0930979133226324,1,3,5147.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
0,3,2,0.1333333333333333,4,1,2,2.5,7,0.1942215088282504,1,4,2099.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,0,4,2,2.5,7,0.2199036918138041,1,4,7461.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
1,1,2,0.2666666666666667,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1519.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.1333333333333333,5,1,1,2.0,5,0.1942215088282504,1,4,2149.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.6666666666666667,4,3,2,2.4,5,0.0176565008025682,1,4,2599.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,4,3,2,2.5,7,0.0449438202247191,1,3,3789.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,0,4,2,2.8,9,0.4951845906902086,1,4,5199.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,2,0.4,4,1,2,3.1,7,0.1942215088282504,1,4,2399.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,5,3,0,2.0,5,0.0176565008025682,1,2,1929.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.4,0,4,2,2.5,7,0.2455858747993579,1,4,4590.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1
0,1,2,0.4,4,1,0,1.6,1,0.1942215088282504,0,4,1349.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,4,1,2,2.0,5,0.1942215088282504,1,4,2149.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1,3,4,0.6666666666666667,0,3,2,2.8,9,0.0417335473515248,1,4,6109.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,5,4,2,2.5,7,0.218298555377207,1,4,3099.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,1,1,2.6,9,0.1942215088282504,1,5,3818.99,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.8,9,0.0898876404494382,1,4,5599.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.4,4,4,1,2.5,9,0.2199036918138041,1,5,3699.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,2.0,4,1,2,2.8,9,0.3948635634028892,1,4,6411.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.4,5,3,2,2.5,7,0.0449438202247191,1,3,3399.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.4,4,1,2,2.0,5,0.1942215088282504,1,4,1999.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
1,3,2,0.9333333333333332,5,4,2,2.5,7,0.1452648475120385,1,3,4879.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
0,1,4,0.4,4,3,1,2.0,4,0.0192616372391653,1,4,1563.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,4,3,1,2.6,9,0.0176565008025682,1,5,4029.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.1333333333333333,0,3,2,2.0,5,0.0417335473515248,1,4,2456.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,1,0,1.7000000000000002,5,0.1942215088282504,0,4,1519.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.5,7,0.2455858747993579,1,4,7249.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
0,2,2,0.1333333333333333,0,3,2,2.5,4,0.0176565008025682,1,5,1799.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,4,3,2,2.6,9,0.0417335473515248,1,4,4099.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.1333333333333333,0,1,1,1.6,1,0.0939004815409309,1,4,1179.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,4,0.4,4,3,0,1.1,1,0.0417335473515248,1,4,1899.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
1,3,2,0.9333333333333332,5,4,2,2.5,7,0.2969502407704655,1,3,5519.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,1,0,1.6,1,0.1942215088282504,1,4,1399.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,3,4,0,2.2,9,0.2199036918138041,0,5,3789.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
0,3,2,0.6666666666666667,4,1,2,2.0,5,0.1942215088282504,1,4,2349.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0,3,2,0.4,5,4,2,2.0,5,0.2423756019261637,1,4,2649.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.1333333333333333,0,1,2,2.5,7,0.1942215088282504,1,4,2369.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.9333333333333332,4,3,0,1.7000000000000002,7,0.0449438202247191,0,4,2359.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.8,9,0.0898876404494382,1,4,4599.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,3,0,1.35,1,0.0449438202247191,0,4,1349.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,4,1,0,0.9,7,0.1942215088282504,1,4,1699.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.6666666666666667,0,3,2,2.8,9,0.0898876404494382,1,4,4439.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,2.0,4,4,2,2.3,7,0.2443820224719101,1,5,5927.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,1,2,0.4,4,3,0,2.16,1,0.0192616372391653,0,3,1305.77,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.2666666666666667,4,3,0,1.7000000000000002,5,0.0192616372391653,0,4,1509.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,3,2,2.5,7,0.0417335473515248,1,4,3938.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
0,3,2,0.1333333333333333,0,3,2,2.4,5,0.0176565008025682,1,4,1999.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,4,3,2,2.6,9,0.1861958266452648,1,5,6199.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,2.0,0,3,2,2.6,9,0.0898876404494382,1,4,6473.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.4,4,3,2,2.7,9,0.0449438202247191,1,2,4749.0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0
1,3,2,0.9333333333333332,4,1,2,2.3,7,0.1942215088282504,1,4,2973.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.6666666666666667,4,4,2,2.8,9,0.5874799357945426,1,4,8036.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,4,1,2,2.0,5,0.1942215088282504,1,4,2199.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,11,4,0.4,0,1,2,2.8,9,0.1942215088282504,1,4,5999.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1
1,3,4,0.6666666666666667,0,3,2,2.6,9,0.0898876404494382,1,5,4339.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,2,1,0,2.0,5,0.1942215088282504,1,2,1699.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.4,4,3,2,2.1,2,0.0176565008025682,0,4,1690.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,3,0.4,4,4,2,2.8,9,0.420545746388443,1,4,5899.0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.6666666666666667,4,1,2,2.5,7,0.1942215088282504,1,4,3709.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,3,4,0.6666666666666667,4,4,2,2.6,9,0.2443820224719101,1,5,5849.0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
1,1,2,0.1333333333333333,5,1,2,2.5,7,0.1942215088282504,1,3,3839.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
0,2,2,0.4,2,3,0,2.1,2,0.0176565008025682,1,5,2249.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,4,0.4,4,1,0,1.1,2,0.0939004815409309,1,4,1649.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,11,4,0.9333333333333332,4,1,2,2.8,9,0.0417335473515248,1,4,6519.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
0,3,2,0.4,4,3,2,2.7,9,0.0449438202247191,1,2,4319.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1
1,3,2,0.6666666666666667,0,3,2,2.4,5,0.0417335473515248,1,4,2777.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.6,9,0.2455858747993579,1,5,4499.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1299.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,2,2,0.1333333333333333,4,3,1,2.3,5,0.0192616372391653,1,5,2899.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,4,0.4,4,3,2,2.8,9,0.1861958266452648,1,4,8461.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
1,3,4,0.4,5,4,2,2.8,9,0.4975922953451043,1,4,5299.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,2,2,0.9333333333333332,5,3,1,2.3,7,0.0417335473515248,1,5,2999.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.1333333333333333,5,4,2,2.5,7,0.1452648475120385,1,3,4259.0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
1,3,3,0.4,4,1,2,2.8,9,0.1942215088282504,1,4,4059.19,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,2,0.1333333333333333,0,1,2,2.4,5,0.1942215088282504,1,4,2149.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,0,4,2,2.5,7,0.2455858747993579,1,4,7686.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
1,11,4,0.9333333333333332,4,1,2,2.8,9,0.1942215088282504,1,4,6299.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
