graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,RAM type,CPU clock speed (GHz),CPU model,drive memory size (GB),warranty,screen size,buynow_price,bluetooth,wifi,widi,nfc,lan,gps,lte,wwan,keyboard,touchpad,numeric keyboard,illuminated keyboard,speakers,SD card reader,microphone,camera
1,3,4,12,4,3,2,2.5,7,0.04494382022471911,1,4,5589.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,1,2,2,4,0,1,1.6,1,0.0,1,0,999.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,1,2,8,4,3,2,2.3,5,0.02086677367576244,1,4,2339.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,1,1,2.0,5,0.046950240770465494,1,3,2099.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,2,8,4,3,2,2.0,5,0.02086677367576244,1,4,2449.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,0,0.9,7,0.02247191011235955,1,4,2099.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,32,4,3,2,2.5,7,0.04494382022471911,1,4,5559.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
1,3,4,12,4,3,1,2.6,9,0.09309791332263243,1,5,4819.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,16,4,3,2,2.7,9,0.009630818619582664,1,3,5379.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
0,3,2,16,4,3,2,2.5,7,0.02086677367576244,1,4,3699.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
1,3,4,8,4,3,2,2.8,9,0.048154093097913325,1,4,5909.0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,3739.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
0,1,2,4,4,3,0,1.6,1,0.00882825040128411,1,4,1449.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,4,1,2,2.0,5,0.0971107544141252,1,4,2369.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
0,1,2,8,4,3,0,2.16,1,0.009630818619582664,1,4,1552.71,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,0,3,2,2.8,9,0.02086677367576244,1,4,4699.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,0,3,2,1.6,7,0.02247191011235955,1,4,2999.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,2,2.4,5,0.03370786516853933,1,3,3239.0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1
1,3,8,8,0,1,2,2.6,9,0.0971107544141252,1,4,2949.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,8,4,4,2,2.5,7,0.12118780096308186,1,4,3249.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,3,2,2.5,7,0.02086677367576244,1,4,2729.0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,4,2,2.6,9,0.10914927768860352,1,5,4649.0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,1,2,2.4,5,0.046950240770465494,1,4,2299.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,2,16,4,1,0,2.9,9,0.0971107544141252,0,3,3023.94,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,4,4,2,2.6,9,0.1472712680577849,1,5,5199.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,6,4,1,0,2.2,7,0.0971107544141252,0,4,1709.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,1,0,2.4,9,0.046950240770465494,1,4,2399.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,4,4,2,2.6,9,0.1472712680577849,1,4,4899.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,12,0,3,2,2.4,5,0.02086677367576244,1,4,2777.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,4,3,2,2.6,9,0.04494382022471911,1,4,4599.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.04494382022471911,1,4,2959.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,2,12,0,4,2,2.5,7,0.02247191011235955,1,4,2979.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,1,0,2.9,7,0.0971107544141252,0,3,1914.79,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,12,4,3,2,2.8,9,0.04494382022471911,1,4,6863.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,2,8,4,3,2,2.0,5,0.02086677367576244,1,4,2569.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,4,16,3,1,0,2.1,0,0.0971107544141252,0,4,1870.97,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,16,4,4,2,2.7,9,0.12279293739967898,1,3,4309.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,7,4,8,4,4,2,2.8,9,0.0971107544141252,1,4,6779.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
0,3,2,12,4,3,2,2.5,7,0.02086677367576244,1,4,3029.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,12,4,3,0,2.1,2,0.00882825040128411,1,5,2378.99,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,16,4,3,2,2.5,7,0.009630818619582664,1,3,4686.27,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1
0,3,2,12,4,4,2,2.0,5,0.10914927768860352,1,4,2679.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,4,1,2,2.7,9,0.0971107544141252,1,3,4629.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,3,4,32,0,4,2,2.8,9,0.14847512038523275,1,4,6611.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,8,4,3,2,1.8,9,0.02247191011235955,1,4,3399.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
0,3,2,8,4,1,2,2.5,7,0.0971107544141252,1,4,2699.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,4,2,2.5,7,0.1472712680577849,1,4,3779.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
0,3,2,8,4,3,2,2.4,5,0.04654895666131621,1,3,3569.0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1
0,2,2,12,4,3,0,2.1,2,0.09309791332263243,1,5,3399.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,2,4,3,0,1.6,1,0.048154093097913325,1,0,1589.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
0,1,4,2,4,0,0,1.33,0,0.0032102728731942215,1,0,429.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,1,4,4,4,3,1,1.1,2,0.00882825040128411,1,4,1749.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,2,2,2.6,9,0.0971107544141252,0,4,3389.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,1,2,2.8,9,0.0971107544141252,1,4,3799.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,4,4,1,1,1.9,5,0.009630818619582664,1,3,1999.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,16,4,3,0,2.2,7,0.04494382022471911,1,4,3749.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,1,2,2.6,9,0.0971107544141252,1,4,4939.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,1,2,8,2,3,1,1.9,5,0.09309791332263243,1,4,3319.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,4,4,2,2.8,9,0.12279293739967898,1,4,7399.0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1
1,3,2,4,4,1,2,2.7,9,0.0971107544141252,1,4,3199.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,3,2,4,4,3,2,2.5,7,0.00882825040128411,1,4,3223.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,4,32,0,3,2,2.8,9,0.046950240770465494,1,4,7099.0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
1,3,4,8,4,3,2,1.6,7,0.09309791332263243,1,4,4149.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,3,2,2.8,9,0.02247191011235955,1,4,5449.0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
1,1,2,8,4,1,0,2.4,5,0.0971107544141252,0,4,1961.73,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,12,4,3,2,2.1,2,0.04494382022471911,0,4,2290.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,1,2,2.8,9,0.0971107544141252,1,4,3919.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,20,0,4,2,2.5,7,0.12118780096308186,1,4,3949.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,1,0,2.5,9,0.046950240770465494,0,4,2369.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,4,3,2,2.0,5,0.02086677367576244,1,4,1999.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,0,3,2,2.8,9,0.04494382022471911,1,4,4229.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,8,4,1,2,2.5,7,0.0971107544141252,1,4,3475.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,1,2,4,4,1,2,2.0,5,0.0971107544141252,1,4,2199.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1,3,2,4,4,3,2,2.5,7,0.048154093097913325,1,3,4789.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
0,1,2,8,4,3,0,2.2,7,0.02247191011235955,0,2,2149.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,4,3,1,0,1.6,7,0.046950240770465494,1,3,1299.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0
1,3,2,8,4,3,2,2.5,7,0.02086677367576244,1,4,3649.0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
0,2,2,16,4,3,0,2.1,2,0.09309791332263243,1,5,3799.01,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,1,2,2.3,5,0.0971107544141252,1,4,1749.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,3,2,2.8,9,0.04494382022471911,1,4,4729.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,1,2,12,4,3,2,2.0,5,0.00882825040128411,1,4,2629.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,4,16,4,3,2,2.8,9,0.09309791332263243,1,4,6949.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,32,4,3,2,2.5,7,0.02086677367576244,1,4,4709.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,2,8,4,3,0,2.2,7,0.02247191011235955,0,4,2315.87,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,1,2,2.8,9,0.19743178170144463,1,4,3799.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,1,2,12,4,1,2,2.1,2,0.046950240770465494,0,4,1690.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,3,0,2.0,9,0.02247191011235955,0,4,2189.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,4,4,2,2.8,9,0.1472712680577849,1,4,6699.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,12,4,3,2,2.8,9,0.02086677367576244,1,4,5849.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,8,0,3,2,2.0,5,0.02086677367576244,1,4,2359.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,4,8,0,4,2,2.5,7,0.10995184590690209,1,4,6473.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,3,2,4,4,3,2,2.3,7,0.009630818619582664,0,4,2565.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.0971107544141252,1,4,3849.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,3,4,4,1,2,2.8,9,0.0971107544141252,1,4,4149.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.04494382022471911,1,4,3499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,4,4,4,2,2.4,5,0.05979133226324238,1,4,2349.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.048154093097913325,1,3,4939.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,3,4,8,0,3,2,2.8,9,0.02247191011235955,1,4,4849.0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
1,3,2,12,0,3,2,2.5,7,0.02086677367576244,1,4,2899.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,4,3,0,2.5,7,0.02247191011235955,0,4,2543.36,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,1,2.5,9,0.02247191011235955,1,3,3599.0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
0,2,2,6,4,1,1,2.3,7,0.046950240770465494,1,5,1999.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,32,4,3,2,2.5,7,0.046950240770465494,1,4,8186.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,1,2,20,4,3,2,2.3,7,0.00882825040128411,1,4,3229.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,4,1,0,2.6,7,0.0971107544141252,1,4,3249.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,3,2,20,0,1,2,2.5,7,0.0971107544141252,1,4,3795.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,2,2,4,4,3,0,2.3,7,0.02247191011235955,0,5,2661.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,4,0,4,2,2.5,9,0.12279293739967898,1,4,6861.0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
0,1,2,4,4,1,0,1.7000000000000002,5,0.0971107544141252,0,4,1349.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,7,4,8,4,4,2,2.8,9,0.0971107544141252,1,4,6209.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
0,3,2,8,4,3,2,2.4,5,0.05778491171749599,1,3,3519.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,3,2,4,4,3,0,2.4,5,0.009630818619582664,1,2,1649.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,1,2,4,3,1,0,1.7000000000000002,7,0.046950240770465494,1,4,1499.0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,3,1,2,2.4,9,0.046950240770465494,1,5,3999.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,3,2,2.5,7,0.046950240770465494,1,4,6499.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,3,4,16,4,4,2,2.5,7,0.14847512038523275,1,4,5059.0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1
0,1,4,16,4,1,0,1.8,4,0.0971107544141252,0,4,1629.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,0,3,2,2.6,9,0.02086677367576244,1,5,4949.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,0,1,2,2.5,7,0.0971107544141252,1,4,4149.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,4,1,2,2.5,7,0.0971107544141252,1,4,3899.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,4,8,4,1,1,2.0,4,0.046950240770465494,1,4,1749.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,0,1,2,2.5,7,0.0971107544141252,1,4,3599.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,1,2,2.7,9,0.0971107544141252,1,4,5069.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,3,2,12,4,3,2,2.4,5,0.04494382022471911,1,4,2999.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,4,4,2,2.5,7,0.14847512038523275,1,3,4879.0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
1,3,4,32,4,3,2,2.3,7,0.09309791332263243,1,5,6699.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,8,4,3,2,2.6,9,0.02086677367576244,1,5,4599.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,12,4,3,2,2.5,7,0.02086677367576244,1,4,3649.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,6,2,8,4,3,1,1.2,1,0.02247191011235955,1,1,3699.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,4,8,4,3,2,2.8,9,0.02247191011235955,1,1,3299.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,4,4,1,0,1.0,3,0.046950240770465494,1,0,599.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,4,3,2,2.6,9,0.048154093097913325,0,4,7199.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,2,4,4,3,2,2.0,5,0.00882825040128411,1,4,2229.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.03531300160513644,1,3,4861.0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,16,0,4,2,2.6,9,0.1472712680577849,1,5,4749.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,4,4,2,2.7,9,0.10995184590690209,1,5,5999.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,4,8,4,3,0,1.1,2,0.00882825040128411,1,4,1869.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,3,0,2.2,9,0.02247191011235955,0,4,3084.31,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,0,4,2,2.6,9,0.10914927768860352,1,5,4099.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,16,4,1,2,2.5,7,0.046950240770465494,1,3,4779.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1
0,1,2,4,4,1,0,1.7000000000000002,5,0.046950240770465494,0,4,1442.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,4169.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,4,4,8,0,4,2,2.5,7,0.10995184590690209,1,4,3449.0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1
0,1,2,4,4,1,0,1.6,1,0.046950240770465494,1,4,1349.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,4,2,3,1,2.1,2,0.04494382022471911,1,4,2299.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,4,8,4,1,0,2.1,0,0.0971107544141252,0,4,1990.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,4,4,1,1,2.2,7,0.046950240770465494,0,4,2250.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,8,2,3,0,2.1,2,0.00882825040128411,1,5,2249.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,1,0,2.16,1,0.046950240770465494,0,4,1239.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,4,8,3,1,0,1.9,8,0.0971107544141252,0,4,1410.98,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,0,3,2,2.0,5,0.02086677367576244,1,4,2456.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,3,2,4,4,3,2,2.0,5,0.04494382022471911,1,4,2649.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,7,4,16,4,1,2,2.8,9,0.02086677367576244,1,4,6519.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,4,3349.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
1,1,2,4,4,1,0,2.3,5,0.0971107544141252,0,4,1529.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.00882825040128411,1,4,2629.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,4,8,4,3,2,2.8,9,0.009630818619582664,1,4,4199.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,12,0,4,2,2.5,7,0.10995184590690209,1,4,5290.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,16,4,4,2,2.5,7,0.05979133226324238,1,3,4569.0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
1,3,4,16,0,4,2,2.8,9,0.10995184590690209,1,4,5225.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,4,4,1,0,2.2,7,0.0971107544141252,1,4,1549.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,4,3,2,2.7,7,0.02247191011235955,1,4,4049.0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1
0,1,2,4,4,1,1,2.16,1,0.046950240770465494,1,4,1298.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,6,4,3,0,1.7000000000000002,5,0.02247191011235955,0,4,1779.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,7,4,12,0,4,2,2.8,9,0.14847512038523275,1,4,8174.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,3,3,8,4,4,2,2.8,9,0.2102728731942215,1,4,6099.0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,1,2,2.8,9,0.19743178170144463,1,4,3899.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,4,4,1,0,2.5,9,0.0971107544141252,0,4,2349.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,3,0,2.0,9,0.009630818619582664,0,4,1989.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,1,4,1,2.3,7,0.1601123595505618,1,5,2899.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,4,8,4,3,0,2.0,4,0.02086677367576244,1,4,1777.0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
0,3,2,8,4,3,0,2.7,9,0.02247191011235955,1,3,7779.0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1
0,1,2,8,4,3,0,1.35,1,0.02247191011235955,0,4,1469.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,1,0,1.6,1,0.0971107544141252,1,4,1399.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,2,2.7,9,0.02247191011235955,1,4,4440.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,4,3,2,2.4,5,0.04494382022471911,1,4,3149.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,2,4,4,1,2,2.0,5,0.0971107544141252,1,4,2299.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,0,4,2,2.5,7,0.10995184590690209,1,4,3833.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,4,4,4,1,0,2.0,4,0.046950240770465494,1,4,1387.0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
1,3,2,12,0,3,2,2.3,7,0.021869983948635634,1,4,2749.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,3,0,1.9,9,0.02247191011235955,0,2,1940.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,4,4,4,0,0,1.8599999999999999,1,0.0032102728731942215,1,0,699.0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.02086677367576244,1,4,2799.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,4,8,4,3,2,1.6,7,0.02247191011235955,1,2,6299.0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
1,3,4,12,0,3,2,2.6,9,0.04494382022471911,1,5,4339.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,16,4,3,2,2.6,9,0.04494382022471911,1,4,4699.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,1,2,8,4,4,0,2.5,9,0.10995184590690209,1,4,2999.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,32,0,4,2,2.6,9,0.1472712680577849,1,4,5199.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,1,2,8,4,3,0,2.6,7,0.009630818619582664,0,4,1902.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,12,4,1,2,2.7,9,0.0971107544141252,1,4,3449.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,1,0,1.0,3,0.046950240770465494,1,0,599.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,7,4,8,4,1,2,2.8,9,0.09309791332263243,1,4,7109.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,3,4,20,4,3,2,1.6,7,0.04494382022471911,1,4,4249.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02086677367576244,1,4,3199.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,3,2,4,0,3,2,2.0,5,0.04494382022471911,1,4,2911.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
0,1,4,8,4,1,0,2.0,4,0.046950240770465494,1,4,1537.0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1
1,3,2,8,4,3,2,2.0,5,0.04494382022471911,1,4,2819.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
